Name,Color,Current price,Price with citilink card,Product code,Url
Ноутбук Xiaomi Pro RedmiBook,серый,89 990,89 890,XMA2007-AJ,https://www.citilink.ru/product/noutbuk-xiaomi-pro-redmibook-i5-11320h-16gb-ssd512gb-mx450-2gb-15-6-ip-1768740/
Ноутбук Huawei MateBook 14S HKD-W76,зеленый,109 990,109 890,53012RTL,https://www.citilink.ru/product/noutbuk-huawei-matebook-hkd-w76-i7-11370h-16gb-ssd512gb-14-2-ltps-touc-1746058/
Ноутбук HP 15s-eq2124ur,серебристый,69 990,69 890,601H2EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2124ur-ryzen-5-5500u-16gb-ssd512gb-15-6-ips-fhd-noos-1744956/
Ноутбук HP 17-cp0136ur,серебристый,74 990,74 890,601K0EA,https://www.citilink.ru/product/noutbuk-hp-17-cp0136ur-ryzen-5-5500u-16gb-ssd512gb-17-3-ips-fhd-noos-s-1744943/
Ноутбук HP Pavilion Gaming 15-ec2010ur,черный,116 990,116 890,3C8N3EA,https://www.citilink.ru/product/noutbuk-hp-pavilion-gaming-15-ec2010ur-ryzen-5-5600h-16gb-ssd512gb-gtx-1744928/
Ноутбук ASUS TUF Gaming Dash FX516PC-HN107,серый,94 990,94 690,90NR05U1-M005D0,https://www.citilink.ru/product/noutbuk-asus-tuf-dash-fx516pc-hn107-i5-11300h-16gb-ssd512gb-rtx-3050-4-1742392/
Ноутбук ASUS Zenbook UX425EA-KI965W,серый,89 990,89 890,90NB0SM1-M00F80,https://www.citilink.ru/product/noutbuk-asus-zenbook-ux425ea-ki965w-i5-1135g7-16gb-ssd512gb-14-fhd-w11-1654585/
Ноутбук DELL G15 5511,серый,79 990,79 890,G515-1342,https://www.citilink.ru/product/noutbuk-dell-g15-5511-i5-11400h-8gb-ssd256gb-rtx-3050-4gb-15-6-fhd-w11-1643782/
Ноутбук Lenovo V15-IGL,серый,27 990,27 890,82C3008GRU,https://www.citilink.ru/product/noutbuk-lenovo-v15-igl-cel-n4120-4gb-ssd128gb-600-15-6-tn-hd-w10-grey-1635677/
Ноутбук Apple MacBook Pro,серый космос,574 720,541 680,Z15H0007D,https://www.citilink.ru/product/noutbuk-apple-macbook-pro-m1-max-10-core-64gb-ssd1tb-24-core-gpu-14-2-1623750/
Ноутбук Acer Predator Helios 300 PH315-54-507H,черный,89 990,89 890,NH.QC5ER.003,https://www.citilink.ru/product/noutbuk-acer-predator-helios-300-ph315-54-507h-i5-11400h-8gb-ssd512gb-1612732/
Ноутбук ASUS Expertbook L1500CDA-BQ0642,черный,46 990,46 890,90NX0401-M06750,https://www.citilink.ru/product/noutbuk-asus-expertbook-l1500cda-bq0642-ryzen-3-3250u-8gb-ssd512gb-15-1590725/
Ноутбук MSI Modern 14 B11MOU-636RU,темно-серый,69 990,69 890,9S7-14D334-636,https://www.citilink.ru/product/noutbuk-msi-modern-14-b11mou-636ru-i5-1155g7-8gb-ssd512gb-14-ips-fhd-w-1589005/
Ноутбук ASUS L210MA-GJ206T,синий,18 990,18 890,90NB0R41-M09030,https://www.citilink.ru/product/noutbuk-asus-l210ma-gj206t-cel-n4020-4gb-600-11-6-hd-w10-blue-1588091/
Ноутбук HP Victus 16-e0088ur,темно-серебристый,99 990,99 890,4E1T0EA,https://www.citilink.ru/product/noutbuk-hp-victus-16-e0088ur-ryzen-5-5600h-16gb-ssd512gb-rtx-3050-ti-4-1551409/
Ноутбук HP Victus 16-e0084ur,синий,119 990,119 890,4E1L6EA,https://www.citilink.ru/product/noutbuk-hp-victus-16-e0084ur-ryzen-5-5600h-16gb-ssd1tb-rtx-3050-ti-4gb-1551405/
Ноутбук MSI Pulse GL76 11UDK-235RU,серый,105 490,105 390,9S7-17L222-235,https://www.citilink.ru/product/noutbuk-msi-pulse-gl76-11udk-i5-11400h-8gb-ssd512gb-rtx-3050-ti-4gb-17-1525980/
Ноутбук MSI Pulse GL66 11UDK-419XRU,серый,102 490,102 390,9S7-158224-419,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11udk-i7-11800h-8gb-ssd512gb-rtx-3050-ti-4gb-15-1523003/
Ноутбук MSI Bravo 15 B5DD-040XRU,черный,85 490,85 390,9S7-158K12-040,https://www.citilink.ru/product/noutbuk-msi-bravo-15-b5dd-ryzen-7-5800h-8gb-ssd512gb-5500m-4gb-15-6-ip-1522647/
Ноутбук ASUS VivoBook K413JA-EB325,серебристый,54 990,54 890,90NB0RCB-M08080,https://www.citilink.ru/product/noutbuk-asus-k413ja-eb325-i5-1035g1-8gb-ssd512gb-14-ips-fhd-noos-1497748/
Ноутбук Digma EVE 14 C420,темно-серый,17 490,17 390,ET4066EW,https://www.citilink.ru/product/noutbuk-digma-eve-14-celeron-hd-tn-cel-n4020-4gb-ssd128gb-500-14-ips-h-1497632/
Ноутбук Lenovo IdeaPad 3 14ITL6,синий,39 990,39 890,82H7009PRU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-14itl6-pg-7505-8gb-ssd256gb-14-fhd-w10-blue-1489343/
Ноутбук Lenovo IdeaPad 1 11ADA05,серый,25 990,25 890,82GV003VRU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-1-11ada05-ath-sil-3050e-4gb-ssd128gb-11-6-tn-hd-1487579/
Ноутбук HP 15s-fq0079ur,серый,27 990,27 890,3C8Q1EA,https://www.citilink.ru/product/noutbuk-hp-15s-fq0079ur-pen-n5030-4gb-ssd128gb-15-6-ips-fhd-dos3-0-gre-1473335/
Ноутбук Lenovo IdeaPad 5 14ALC05,темно-серый,54 890,54 790,82LM0035RU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-5-14alc05-14-ips-intel-core-i5-5300u-8gb-256gb-1458440/
Ноутбук Apple MacBook Pro,серый космос,309 990,309 890,Z11C0002Z,https://www.citilink.ru/product/noutbuk-apple-macbook-pro-13-3-ips-apple-m1-16gb-512gb-ssd-mac-os-z11c-1450580/
Ноутбук Lenovo IdeaPad L340-15API,черный,31 990,31 890,81LW00A3RK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l340-15api-15-6-amd-athlon-300u-2-4ggc-8gb-128g-1205237/
Ноутбук Acer Aspire 3 A315-56-31TB,черный,34 990,34 890,NX.HS5ER.00N,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-31tb-15-6-intel-core-i3-1005g1-1-2ggc-4g-1194664/
Ноутбук ASUS ExpertBook P1 P1512CEA-BQ0619,серый,59 990,59 890,90NX05E1-M00RN0,https://www.citilink.ru/product/noutbuk-asus-expertbook-p1-p1512cea-bq0619-i5-1135g7-8gb-ssd512gb-vega-1806854/
Ноутбук MSI Pulse GL76 11UCK-491XRU,серый,87 990,87 890,9S7-17L222-491,https://www.citilink.ru/product/noutbuk-msi-pulse-gl76-11uck-491xru-i5-11400h-8gb-ssd256gb-rtx-3050-4g-1788269/
Ноутбук Lenovo IdeaPad 3 15IGL05,серый,24 990,24 890,81WQ0005RE,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15igl05-cel-n4020-4gb-ssd128gb-600-15-6-tn-fh-1782246/
Ноутбук HP 470 G8,серый,69 990,69 890,439T9EA,https://www.citilink.ru/product/noutbuk-hp-470-g8-i3-1125g4-8gb-ssd256gb-17-3-fhd-w10pro64-1777559/
Ноутбук Huawei MateBook D 15,серый,71 570,70 860,53013GHE,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i5-1135g7-16gb-ssd512gb-15-6-ips-fhd-w11-gre-1774297/
Ноутбук HP Victus 16-e0073ur,темно-серебристый,137 990,137 890,4E1K4EA,https://www.citilink.ru/product/noutbuk-hp-victus-16-e0073ur-ryzen-7-5800h-16gb-ssd512gb-rtx-3060-6gb-1769972/
Ноутбук HP 17-cp0135ur,серебристый,79 990,79 890,601J9EA,https://www.citilink.ru/product/noutbuk-hp-17-cp0135ur-ryzen-5-5500u-16gb-ssd512gb-17-3-ips-fhd-w11h-s-1744939/
Ноутбук INFINIX Inbook X2,серый,56 990,56 890,T097808,https://www.citilink.ru/product/noutbuk-infinix-inbook-x2-i7-1065g7-8gb-ssd512gb-14-ips-fhd-nooseng-gr-1744386/
Ноутбук INFINIX Inbook X2,голубой,56 990,56 890,T097807,https://www.citilink.ru/product/noutbuk-infinix-inbook-x2-i7-1065g7-8gb-ssd512gb-14-ips-fhd-nooseng-lt-1744382/
Ноутбук INFINIX Inbook X2,серый,46 990,46 890,T097805,https://www.citilink.ru/product/noutbuk-infinix-inbook-x2-i5-1035g1-8gb-ssd512gb-14-ips-fhd-nooseng-gr-1744380/
Ноутбук HP 470 G8,серебристый,85 990,85 890,3S8S2EA,https://www.citilink.ru/product/noutbuk-hp-470-g8-i5-1135g7-8gb-ssd256gb-17-3-fhd-w10pro64-silver-1736834/
Ноутбук HP Omen 16-c0049ur,темно-серебристый,157 990,157 890,4E1S2EA,https://www.citilink.ru/product/noutbuk-hp-omen-16-c0049ur-ryzen-5-5600h-16gb-ssd512gb-rx6600m-8gb-16-1728978/
Ноутбук HP 15s-eq2135ur,серебристый,64 990,64 890,61S05EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2135ur-ryzen-5-5500u-8gb-ssd512gb-15-6-ips-fhd-w11h-s-1722552/
Ноутбук Huawei MateBook 14,серый,74 990,74 890,53012NVN,https://www.citilink.ru/product/noutbuk-huawei-matebook-ryzen-5-5500u-16gb-ssd512gb-14-ips-w10h-grey-1721926/
Ноутбук HP 17-cp0094ur,серебристый,96 990,96 890,4E2G7EA,https://www.citilink.ru/product/noutbuk-hp-17-cp0094ur-ryzen-5-5500u-16gb-ssd1tb-17-3-ips-fhd-w10h-sil-1718662/
Ноутбук HP Pavilion 15-eh1017ur,серебристый,78 990,78 890,3E3V0EA,https://www.citilink.ru/product/noutbuk-hp-pavilion-15-eh1017ur-ryzen-5-5500u-16gb-ssd512gb-15-6-ips-f-1718561/
Ноутбук HP 15s-eq2022ur,серебристый,59 990,59 890,3B2U6EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2022ur-ryzen-5-5500u-8gb-ssd512gb-15-6-ips-fhd-dos3-0-1718518/
Ноутбук Huawei MateBook D 14,серый,103 990,103 890,53012TLK,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i5-1135g7-8gb-ssd512gb-14-ips-fhd-w11h-grey-1718331/
Ноутбук Huawei MateBook D 15,серый,93 500,93 350,53012TLV,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i5-1135g7-8gb-ssd256gb-15-6-ips-fhd-w11h-gre-1718324/
Ноутбук Huawei MateBook B3-420,серый космос,136 000,135 900,53012AMR,https://www.citilink.ru/product/noutbuk-huawei-matebook-b3-420-i5-1135g7-8gb-ssd512gb-14-ips-fhd-w10pr-1688097/
Ноутбук Acer Aspire 3 A315-23-R89L,черный,62 990,62 890,NX.HVTER.02H,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r89l-ryzen-5-3500u-16gb-ssd512gb-vega-8-1682208/
Ноутбук HP Omen 17-ck0026ur,черный,286 990,286 890,4E1T9EA,https://www.citilink.ru/product/noutbuk-hp-omen-17-ck0026ur-i7-11800h-16gb-ssd1tb-rtx-3070-8gb-17-3-ip-1681336/
Ноутбук MSI GF63 Thin 11UC-217RU,черный,99 990,99 890,9S7-16R612-217,https://www.citilink.ru/product/noutbuk-msi-gf63-thin-11uc-217ru-i5-11400h-8gb-ssd512gb-rtx-3050-4gb-1-1676909/
Ноутбук MSI Pulse GL66 12UEK-289XRU,серый,105 490,105 390,9S7-158314-289,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-12uek-289xru-i5-12500h-8gb-ssd512gb-rtx-3060-6g-1675560/
Ноутбук ASUS Vivobook Pro 16X OLED N7600PC-L2088T,серебристый,102 990,102 890,90NB0UI3-M02740,https://www.citilink.ru/product/noutbuk-asus-vivobook-pro-n7600pc-l2088t-i5-11300h-8gb-ssd512gb-rtx-30-1657844/
Ноутбук ASUS ZenBook Duo UX482EGR-HY391W,синий,140 990,140 890,90NB0S51-M001H0,https://www.citilink.ru/product/noutbuk-asus-zenbook-duo-ux482egr-hy391w-i7-1165g7-16gb-ssd512gb-mx450-1654541/
Ноутбук DELL G15 5511 SE,черный,139 990,139 890,G515-5810,https://www.citilink.ru/product/noutbuk-dell-g15-5511-se-i7-11800h-16gb-ssd1tb-rtx-3060-6gb-15-6-fhd-w-1649478/
Ноутбук ASUS Vivobook Pro 14 OLED M3401QA-KM012W,синий,98 990,98 890,90NB0VZ2-M01130,https://www.citilink.ru/product/noutbuk-asus-m3401qa-km012w-ryzen-7-5800h-16gb-ssd512gb-14-oled-touch-1648918/
Ноутбук ASUS Zenbook 14X OLED UX5401EA-KN141T,серый,109 990,109 890,90NB0UQ1-M004F0,https://www.citilink.ru/product/noutbuk-asus-ux5401ea-kn141t-i5-1135g7-16gb-ssd512gb-14-oled-wq-w10-ba-1647972/
Ноутбук DELL G15 5510,темно-серый,86 990,86 890,G515-1281,https://www.citilink.ru/product/noutbuk-dell-g15-5510-i5-10200h-16gb-ssd512gb-rtx-3050-4gb-15-6-fhd-w1-1643762/
Ноутбук ASUS ROG Zephyrus G14 GA401QC-K2141T,серый,150 990,150 890,90NR05T3-M02290,https://www.citilink.ru/product/noutbuk-asus-rog-zephyrus-ga401qc-k2141t-ryzen-7-5800hs-16gb-ssd512gb-1643252/
Ноутбук HP 17-cp0091ur,черный,33 990,33 890,4D4B5EA,https://www.citilink.ru/product/noutbuk-hp-17-cp0091ur-ath-sil-3050u-4gb-ssd256gb-17-3-hd-dos3-0-black-1643067/
Ноутбук HP 15s-fq2118ur,серебристый,99 990,99 890,61R80EA,https://www.citilink.ru/product/noutbuk-hp-15s-fq2118ur-i7-1165g7-16gb-ssd512gb-15-6-ips-fhd-w11-silve-1638953/
Ноутбук HP 15s-fq2115ur,серебристый,54 990,54 890,61R53EA,https://www.citilink.ru/product/noutbuk-hp-15s-fq2115ur-i3-1125g4-8gb-ssd512gb-15-6-ips-fhd-w11-silver-1638947/
Ноутбук HP 15s-eq1319ur,серый,33 990,33 890,3B2W7EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq1319ur-ryzen-3-3250u-4gb-ssd128gb-15-6-hd-w10-grey-1638151/
Ноутбук Lenovo IdeaPad 3 17ADA05,серый,32 990,32 890,81W2009FRK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-17ada05-3020e-4gb-ssd256gb-17-3-tn-hd-dos-gre-1634173/
Ноутбук Apple MacBook Pro,серебристый,639 990,639 890,Z15K0007R,https://www.citilink.ru/product/noutbuk-apple-macbook-pro-m1-max-10-core-64gb-ssd1tb-32-core-gpu-14-2-1623766/
Ноутбук Apple MacBook Pro,серебристый,639 990,639 890,Z14Z0007F,https://www.citilink.ru/product/noutbuk-apple-macbook-pro-m1-max-10-core-64gb-ssd1tb-24-core-gpu-16-2-1623591/
Ноутбук ASUS Zenbook 13 OLED UX325EA-KG687W,светло-фиолетовый,75 990,75 890,90NB0SL2-M00EC0,https://www.citilink.ru/product/noutbuk-asus-zenbook-ux325ea-kg492w-i5-1135g7-8gb-ssd512gb-13-3-oled-f-1620113/
Ноутбук ASUS Zenbook 13 OLED UX325EA-KG645W,серый,77 990,77 890,90NB0SL1-M00EA0,https://www.citilink.ru/product/noutbuk-asus-zenbook-ux325ea-kg235w-i5-1135g7-8gb-ssd512gb-13-3-oled-f-1620112/
Ультрабук Lenovo Yoga Slim7 13ACN5,серый,88 990,88 890,82CY002RRU,https://www.citilink.ru/product/ultrabuk-lenovo-yoga-slim7-13acn5-ryzen-7-5800u-16gb-ssd512gb-13-3-qhd-1619614/
Ультрабук Lenovo Yoga Slim7 13ACN5,серый,80 990,80 890,82CY002PRU,https://www.citilink.ru/product/ultrabuk-lenovo-yoga-slim7-13acn5-ryzen-5-5600u-16gb-ssd512gb-13-3-qhd-1619610/
Ноутбук Huawei MateBook B3-410,серый,116 000,115 900,53012KFU,https://www.citilink.ru/product/noutbuk-huawei-matebook-b3-410-i5-10210u-8gb-ssd512gb-620-14-w10pro-1613419/
Ноутбук-трансформер Lenovo Yoga 7 14ACN6,серый,74 990,74 890,82N7008LRU,https://www.citilink.ru/product/transformer-lenovo-yoga-7-14acn6-ryzen-5-5600u-8gb-ssd256gb-14-touch-f-1611830/
Ноутбук ASUS ROG Zephyrus G14 GA401QC-K2143T,серый,149 990,149 590,90NR05T6-M02310,https://www.citilink.ru/product/noutbuk-asus-rog-ga401qc-k2143t-ryzen-7-5800h-16gb-ssd512gb-rtx-3050-t-1611315/
Ноутбук ASUS Vivobook Pro 16X OLED N7600PC-L2025,серебристый,159 990,159 890,90NB0UI3-M001H0,https://www.citilink.ru/product/noutbuk-asus-n7600pc-l2025-i7-11370h-16gb-ssd512gb-rtx-3050-4gb-16-ole-1601676/
Ноутбук DELL G15 5515,серый,109 990,109 890,G515-9925,https://www.citilink.ru/product/noutbuk-dell-g15-5515-ryzen-7-5800h-16gb-ssd512gb-rtx-3050-ti-4gb-15-6-1598088/
Ноутбук DELL G15 5510,темно-серый,87 990,87 890,G515-7128,https://www.citilink.ru/product/noutbuk-dell-g15-5510-i7-10870h-8gb-ssd512gb-rtx-3050-4gb-15-6-fhd-lin-1597717/
Ноутбук DELL G15 5510,темно-серый,85 990,85 890,G515-7098,https://www.citilink.ru/product/noutbuk-dell-g15-5510-i5-10500h-8gb-ssd512gb-rtx-3050-ti-4gb-15-6-fhd-1597708/
Ноутбук Lenovo Thinkbook 15 G2 ITL,серый,79 990,79 890,20VE00RWRU,https://www.citilink.ru/product/noutbuk-lenovo-thinkbook-15-g2-itl-i5-1135g7-8gb-ssd256gb-15-6-fhd-w10-1593692/
Ноутбук ASUS Zenbook 14X OLED UX5401EA-KU124W,серый,164 990,164 890,90NB0UQ1-M04970,https://www.citilink.ru/product/noutbuk-asus-ux5401ea-ku124w-i7-1165g7-16gb-ssd1tb-14-oled-wq-w11-bag-1583802/
Ноутбук ASUS Vivobook Pro 14 OLED K3400PA-KM046W,синий,65 990,65 890,90NB0UY2-M02130,https://www.citilink.ru/product/noutbuk-asus-k3400pa-km046w-i5-11300h-8gb-ssd512gb-32gb-14-oled-wq-w11-1583782/
Ноутбук ASUS Vivobook Go 15 E510MA-BQ590W,синий,29 990,29 890,90NB0Q64-M000Y0,https://www.citilink.ru/product/noutbuk-asus-vivobook-e510ma-bq590w-cel-n4020-4gb-ssd256gb-15-6-ips-fh-1583408/
Ноутбук ASUS X515JF-BR368T,серый,45 990,45 790,90NB0SW1-M000D0,https://www.citilink.ru/product/noutbuk-asus-x515jf-br368t-pen-6805-4gb-ssd256gb-mx130-2gb-15-6-hd-w10-1583329/
Ноутбук ASUS VivoBook 15 OLED K513EA-L12044W,серебристый,69 990,69 890,90NB0SG2-M47690,https://www.citilink.ru/product/noutbuk-asus-k513ea-l12044w-i5-1135g7-8gb-ssd512gb-15-6-oled-fhd-w11-1583078/
Ноутбук ASUS X415EA-EB936W,серый,38 990,38 890,90NB0TT2-M15430,https://www.citilink.ru/product/noutbuk-asus-x415ea-eb936w-i3-1115g4-4gb-ssd256gb-14-tn-fhd-w11-grey-1582990/
Ноутбук IRBIS NB NB515,серебристый,34 990,34 890,NB515,https://www.citilink.ru/product/noutbuk-irbis-nb-nb515-i3-5005u-8gb-ssd512gb-15-6-ips-w10-silver-1579605/
Ноутбук ASUS X515JF-BR241T,серый,37 990,37 790,90NB0SW1-M04380,https://www.citilink.ru/product/noutbuk-asus-x515jf-br241t-pen-6805-4gb-ssd128gb-mx130-2gb-15-6-tn-hd-1564799/
Ультрабук Lenovo Yoga Slim7 13ACN5,серый,95 990,95 890,82CY001WRU,https://www.citilink.ru/product/ultrabuk-lenovo-yoga-slim7-13acn5-ryzen-7-5800u-16gb-ssd512gb-13-3-qhd-1561409/
Ноутбук HP Omen 17-ck0048ur,черный,232 990,232 890,4E1D0EA,https://www.citilink.ru/product/noutbuk-hp-omen-17-ck0048ur-i7-11800h-16gb-ssd1tb-rtx-3070-8gb-17-3-ip-1552198/
Ноутбук HP Pavilion Gaming 15-dk2050ur,черный,89 990,89 890,4E1H5EA,https://www.citilink.ru/product/noutbuk-hp-pavilion-gaming-15-dk2050ur-i5-11300h-8gb-ssd512gb-rtx-3050-1551422/
Ноутбук HP Victus 16-e0093ur,темно-серебристый,89 990,89 890,4E1T3EA,https://www.citilink.ru/product/noutbuk-hp-victus-16-e0093ur-ryzen-5-5600h-16gb-ssd512gb-gtx-1650-4gb-1551414/
Ноутбук HP Omen 15-ek1023ur,черный,147 990,147 890,4L5Z8EA,https://www.citilink.ru/product/noutbuk-hp-omen-15-ek1023ur-i7-10870h-16gb-ssd512gb-rtx-3070-8gb-15-6-1550154/
Ноутбук-трансформер HP Envy x360 13-bd0013ur,золотой,85 990,85 890,4L5M6EA,https://www.citilink.ru/product/transformer-hp-envy-x360-13-bd0013ur-i5-1135g7-8gb-ssd512gb-13-3-ips-t-1550004/
Ноутбук DELL G15 5510,темно-серый,79 990,79 890,G515-0540,https://www.citilink.ru/product/noutbuk-dell-g15-5510-i5-10200h-8gb-ssd512gb-rtx-3050-4gb-15-6-fhd-w10-1538466/
Ноутбук DELL G15 5510,темно-серый,84 990,84 890,G515-9964,https://www.citilink.ru/product/noutbuk-dell-g15-5510-i5-10200h-8gb-ssd512gb-rtx-3050-ti-4gb-15-6-fhd-1534283/
Ноутбук MSI Pulse GL76 11UCK-248XRU,серый,89 990,89 890,9S7-17L222-248,https://www.citilink.ru/product/noutbuk-msi-pulse-gl76-11uck-i5-11400h-8gb-ssd512gb-rtx-3050-4gb-17-3-1525967/
Ноутбук MSI Pulse GL66 11UCK-423XRU,серый,96 490,96 390,9S7-158224-423,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11uck-i7-11800h-8gb-ssd512gb-rtx-3050-4gb-15-6-1523001/
Ноутбук ASUS Vivobook Pro 14 OLED K3400PH-KM120W,синий,119 990,119 890,90NB0UX2-M02420,https://www.citilink.ru/product/noutbuk-asus-k3400ph-km014t-i7-11370h-16gb-ssd1tb-gtx-1650-4gb-14-oled-1522926/
Ноутбук ASUS Vivobook Pro 14 OLED K3400PH-KM108W,синий,99 990,99 890,90NB0UX2-M02430,https://www.citilink.ru/product/noutbuk-asus-k3400ph-km018t-i5-11300h-16gb-ssd512gb-gtx-1650-4gb-14-ol-1522923/
Ноутбук Acer Aspire 5 A515-45-R1NJ,черный,54 990,54 890,NX.A85ER.00D,https://www.citilink.ru/product/noutbuk-acer-aspire-5-a515-45-r1nj-ryzen-5-5500u-8gb-ssd512gb-15-6-ips-1521508/
Ноутбук ASUS Zenbook UX325EA-KG270T,серый,62 990,62 890,90NB0SL1-M06450,https://www.citilink.ru/product/noutbuk-asus-zenbook-ux325ea-kg270t-i3-1115g4-8gb-ssd256gb-13-oled-fhd-1493732/
Ноутбук HP 250 G8,темно-серебристый,23 990,23 890,3A5X9EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-cel-n4020-4gb-ssd128gb-15-6-fhd-w10pro64-1490203/
Ноутбук HP 250 G8,темно-серебристый,59 990,59 890,2W9A5EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-i3-1115g4-8gb-ssd256gb-15-6-fhd-w10pro64-silver-1489901/
Ноутбук Lenovo IdeaPad 5 14ALC05,темно-серый,56 990,56 890,82LM009XRU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-5-14alc05-ryzen-3-5300u-8gb-ssd512gb-14-fhd-w10-1487581/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,35 990,35 890,82HL0036RK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l3-15itl6-cel-6305-4gb-ssd256gb-15-6-fhd-noos-g-1487335/
Ноутбук Lenovo IdeaPad L3 15ITL6,серый,33 990,33 890,82HL008YRU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l3-15itl6-cel-6305-8gb-ssd256gb-15-6-fhd-w10-gr-1486678/
Ноутбук HP 250 G8,серебристый,29 990,29 890,3A5R7EA,https://www.citilink.ru/product/noutbuk-hp-250-g8-pen-n5030-4gb-ssd128gb-15-6-sva-hd-w10pro-1478508/
Ноутбук HP ProBook 455 G8,серебристый,79 990,79 890,3A5M6EA,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-15-6-amd-ryzen-7-5800u-8gb-256gb-ssd-windows-1477091/
Ноутбук HP 255 G8,темно-серебристый,54 490,54 390,27K36EA,https://www.citilink.ru/product/noutbuk-hp-255-g8-15-6-amd-ryzen-5-3500u-8gb-256gb-ssd-windows-10-prof-1477047/
Ноутбук HP 15s-eq2024ur,серый,45 990,45 890,3B2X2EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq2024ur-ryzen-3-5300u-8gb-ssd256gb-15-6-ips-fhd-w10-gr-1474343/
Ноутбук-трансформер HP Pavilion x360 14-dy0006ur,синий,59 990,59 890,3B3Q7EA,https://www.citilink.ru/product/transformer-hp-pavilion-x360-14-dy0006ur-i3-1125g4-8gb-ssd256gb-14-ips-1474205/
Ноутбук HP 14s-dq0047ur,черный,30 990,30 100,3B3L8EA,https://www.citilink.ru/product/noutbuk-hp-14s-dq0047ur-pen-n5030-4gb-ssd256gb-14-ips-fhd-dos3-0-black-1474146/
Ноутбук ASUS Pro P1440FA-FQ2924T,серый,33 990,33 890,90NX0211-M40510,https://www.citilink.ru/product/noutbuk-asus-pro-p1440fa-fq2924t-14-intel-core-i3-10110u-4gb-1000gb-ss-1462946/
Ноутбук DELL Vostro 5402,серый,66 990,66 890,5402-5170,https://www.citilink.ru/product/noutbuk-dell-vostro-5402-14-intel-core-i5-1135g7-8gb-512gb-ssd-nvidia-1460336/
Ноутбук Lenovo IdeaPad 5 Pro 14ACN6,серый,99 990,99 690,82L7000URU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-5-pro-14acn6-14-ips-amd-ryzen-5-5600u-16gb-1tb-1458401/
Ноутбук Apple MacBook Pro,серебристый,169 990,169 890,MYDC2RU/A,https://www.citilink.ru/product/noutbuk-apple-macbook-pro-13-3-ips-apple-m1-8gb-512gb-ssd-mac-os-mydc2-1441997/
Ноутбук Acer Extensa 15 EX215-22-R1RG,черный,49 990,49 890,NX.EG9ER.01L,https://www.citilink.ru/product/noutbuk-acer-extensa-15-ex215-22-r1rg-15-6-amd-ryzen-5-3500u-8gb-256gb-1426334/
Ноутбук Acer Aspire 3 A315-56-34DD,черный,43 990,43 890,NX.HS5ER.011,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-34dd-i3-1005g1-8gb-1tb-ssd128gb-15-6-fhd-1378345/
Ноутбук Apple MacBook Air,серый космос,159 990,159 890,Z1240004L,https://www.citilink.ru/product/noutbuk-apple-macbook-air-13-3-ips-apple-m1-8gb-2tb-ssd-mac-os-z124000-1451523/
Ноутбук HP Envy 13-ba1015ur,золотистый,79 990,79 690,491J4EA,https://www.citilink.ru/product/noutbuk-hp-envy-13-ba1015ur-i5-1135g7-8gb-ssd512gb-13-3-ips-fhd-w10-go-1830428/
Ноутбук Lenovo IdeaPad 5 Pro 14ACN6,серый,109 990,109 890,82L700JERU,https://www.citilink.ru/product/noutbuk-lenovo-ip5-pro-14acn6-ryzen-7-5800u-16gb-ssd1tb-14-ips-2-8k-w1-1830410/
Ноутбук ASUS VivoBook 15 OLED K513EA-L13067,черный,50 990,50 890,90NB0SG1-M00K70,https://www.citilink.ru/product/noutbuk-asus-vivobook-k513ea-l13067-i3-1115g4-8gb-ssd256gb-15-6-oled-f-1830346/
Ноутбук Lenovo Thinkbook 15 G2 ITL,серый,100 990,100 690,20VE00U8RU,https://www.citilink.ru/product/noutbuk-lenovo-thinkbook-15-g2-itl-i7-1165g7-8gb-ssd256gb-15-6-ips-fhd-1830333/
